Security,ALSEA* MM Equity                                                
Start Date,08/01/2001 00:00
End Date,07/01/2019 00:00
Period,D
Currency,MXN
,
Date,PRECIO
09/06/2016,71.74
08/06/2016,72.68
07/06/2016,71.17
06/06/2016,70.69
03/06/2016,70.36
02/06/2016,70.43
01/06/2016,69.66
31/05/2016,70.1
30/05/2016,70.47
27/05/2016,70.59
26/05/2016,70.99
25/05/2016,70.33
24/05/2016,70.76
23/05/2016,71.22
20/05/2016,70.95
19/05/2016,70.77
18/05/2016,70.55
17/05/2016,70.9
16/05/2016,70.44
13/05/2016,70.24
12/05/2016,70.65
11/05/2016,69.99
10/05/2016,70.82
09/05/2016,70.64
06/05/2016,68.89
05/05/2016,67.96
04/05/2016,66.87
03/05/2016,67.31
02/05/2016,66.13
29/04/2016,65.89
28/04/2016,66.97
27/04/2016,67.04
26/04/2016,67.28
25/04/2016,66.69
22/04/2016,67.06
21/04/2016,67.56
20/04/2016,67.59
19/04/2016,68.01
18/04/2016,67.4
15/04/2016,67.09
14/04/2016,67.49
13/04/2016,67.05
12/04/2016,66.33
11/04/2016,66.99
08/04/2016,65.9
07/04/2016,66.4
06/04/2016,66.4
05/04/2016,65.22
04/04/2016,64.95
01/04/2016,65.06
31/03/2016,64.84
30/03/2016,66.17
29/03/2016,66.39
28/03/2016,65.26
23/03/2016,65.37
22/03/2016,64.71
18/03/2016,66.24
17/03/2016,66.09
16/03/2016,65.3
15/03/2016,64.48
14/03/2016,63.77
11/03/2016,63.85
10/03/2016,63.58
09/03/2016,64.5
08/03/2016,64.29
07/03/2016,66.27
04/03/2016,68.02
03/03/2016,66.44
02/03/2016,66.95
01/03/2016,68.03
29/02/2016,68.2
26/02/2016,65.63
25/02/2016,64.99
24/02/2016,65.3
23/02/2016,65.24
22/02/2016,64.85
19/02/2016,63.11
18/02/2016,64.02
17/02/2016,64.3
16/02/2016,63.25
15/02/2016,63.83
12/02/2016,62.81
11/02/2016,64.84
10/02/2016,65.06
09/02/2016,64.4
08/02/2016,64.35
05/02/2016,63.58
04/02/2016,62.11
03/02/2016,63.03
02/02/2016,63.28
29/01/2016,64.2
28/01/2016,62.58
27/01/2016,61.25
26/01/2016,62.82
25/01/2016,62.8
22/01/2016,62.13
21/01/2016,61.52
20/01/2016,58.99
19/01/2016,59.4
18/01/2016,59.78
15/01/2016,59.5
14/01/2016,59.5
13/01/2016,59.29
12/01/2016,59.48
11/01/2016,57.82
08/01/2016,56.74
07/01/2016,56.93
06/01/2016,59.19
05/01/2016,59.41
04/01/2016,58.93
31/12/2015,59.85
30/12/2015,59.25
29/12/2015,59.16
28/12/2015,59.04
24/12/2015,58.4
23/12/2015,58.56
22/12/2015,58.61
21/12/2015,58.15
18/12/2015,58.4
17/12/2015,60.52
16/12/2015,59.98
15/12/2015,57.57
14/12/2015,55.26
11/12/2015,55.31
10/12/2015,55.56
09/12/2015,56.97
08/12/2015,57.75
07/12/2015,57.79
04/12/2015,59.2
03/12/2015,58.94
02/12/2015,58.86
01/12/2015,59.08
30/11/2015,59.06
27/11/2015,60.44
26/11/2015,59.93
25/11/2015,59.36
24/11/2015,60.58
23/11/2015,60.19
20/11/2015,59.04
19/11/2015,58.06
18/11/2015,58.02
17/11/2015,57.95
13/11/2015,55.98
12/11/2015,55.24
11/11/2015,55.18
10/11/2015,55.4
09/11/2015,55.66
06/11/2015,56.92
05/11/2015,56.06
04/11/2015,56.11
03/11/2015,55.49
30/10/2015,54.28
29/10/2015,54.91
28/10/2015,55.91
27/10/2015,55.57
26/10/2015,55.61
23/10/2015,55.76
22/10/2015,56.06
21/10/2015,55.9
20/10/2015,56.02
19/10/2015,56.16
16/10/2015,54.48
15/10/2015,53.93
14/10/2015,53.98
13/10/2015,53.87
12/10/2015,54.54
09/10/2015,54.39
08/10/2015,53.45
07/10/2015,52.91
06/10/2015,52.98
05/10/2015,52.5
02/10/2015,52.32
01/10/2015,50.92
30/09/2015,50.22
29/09/2015,49.73
28/09/2015,49.42
25/09/2015,49.61
24/09/2015,50.18
23/09/2015,50.64
22/09/2015,50.3
21/09/2015,51.09
18/09/2015,51.3
17/09/2015,51.65
15/09/2015,50.49
14/09/2015,49.51
11/09/2015,49.73
10/09/2015,49.86
09/09/2015,50.27
08/09/2015,50.06
07/09/2015,50.52
04/09/2015,50.51
03/09/2015,50.34
02/09/2015,50.21
01/09/2015,50.21
31/08/2015,51.62
28/08/2015,50.7
27/08/2015,50.52
26/08/2015,48.76
25/08/2015,48.94
24/08/2015,48.56
21/08/2015,49.01
20/08/2015,50.46
19/08/2015,51.2
18/08/2015,51.71
17/08/2015,51.99
14/08/2015,51.55
13/08/2015,51.9
12/08/2015,52.13
11/08/2015,52.34
10/08/2015,53.2
07/08/2015,52.37
06/08/2015,53
05/08/2015,53.44
04/08/2015,53.01
03/08/2015,52.91
31/07/2015,52.42
30/07/2015,53.22
29/07/2015,53.14
28/07/2015,51.2
27/07/2015,50.45
24/07/2015,51.73
23/07/2015,52.17
22/07/2015,51.95
21/07/2015,52.74
20/07/2015,53.62
17/07/2015,51.39
16/07/2015,51.34
15/07/2015,50.61
14/07/2015,51.29
13/07/2015,51.01
10/07/2015,50.38
09/07/2015,50.09
08/07/2015,49.08
07/07/2015,48.85
06/07/2015,48.2
03/07/2015,48.67
02/07/2015,49.12
01/07/2015,48.3
30/06/2015,47.46
29/06/2015,47.32
26/06/2015,48.47
25/06/2015,48.4
24/06/2015,48.81
23/06/2015,48.45
22/06/2015,47.87
19/06/2015,47.48
18/06/2015,46.88
17/06/2015,47.12
16/06/2015,47.23
15/06/2015,47.37
12/06/2015,46.77
11/06/2015,46.31
10/06/2015,47.22
09/06/2015,45.64
08/06/2015,45.31
05/06/2015,45.56
04/06/2015,45.66
03/06/2015,45.47
02/06/2015,45.77
01/06/2015,46.32
29/05/2015,46.31
28/05/2015,46.63
27/05/2015,45.8
26/05/2015,45.89
25/05/2015,46.34
22/05/2015,46.21
21/05/2015,46.81
20/05/2015,46.93
19/05/2015,47.3
18/05/2015,47.41
15/05/2015,47.72
14/05/2015,47.08
13/05/2015,47.19
12/05/2015,47.96
11/05/2015,47.55
08/05/2015,47.13
07/05/2015,46.89
06/05/2015,46.88
05/05/2015,46.82
04/05/2015,46.64
30/04/2015,46.07
29/04/2015,46.34
28/04/2015,46.71
27/04/2015,47.22
24/04/2015,46.87
23/04/2015,45.62
22/04/2015,44.88
21/04/2015,46.02
20/04/2015,46.52
17/04/2015,46.91
16/04/2015,47.08
15/04/2015,46.72
14/04/2015,46.47
13/04/2015,46.3
10/04/2015,44.92
09/04/2015,45.23
08/04/2015,45.73
07/04/2015,45.73
06/04/2015,46.09
01/04/2015,44.3
31/03/2015,44.59
30/03/2015,44.52
27/03/2015,44.97
26/03/2015,45.13
25/03/2015,45.37
24/03/2015,46.12
23/03/2015,46.55
20/03/2015,46.87
19/03/2015,45.71
18/03/2015,45.67
17/03/2015,45.5
13/03/2015,45.38
12/03/2015,46.02
11/03/2015,46.53
10/03/2015,46.52
09/03/2015,46.36
06/03/2015,45.38
05/03/2015,47
04/03/2015,45.37
03/03/2015,45.27
02/03/2015,45.57
27/02/2015,45.85
26/02/2015,43.98
25/02/2015,43.8
24/02/2015,44.22
23/02/2015,43.47
20/02/2015,42.65
19/02/2015,42.78
18/02/2015,41.94
17/02/2015,41.66
16/02/2015,41.58
13/02/2015,41.72
12/02/2015,41.79
11/02/2015,41.17
10/02/2015,41.44
09/02/2015,40.99
06/02/2015,41.67
05/02/2015,40.22
04/02/2015,40.06
03/02/2015,40.11
30/01/2015,40.12
29/01/2015,41.66
28/01/2015,41.22
27/01/2015,41.37
26/01/2015,41.45
23/01/2015,41.1
22/01/2015,40.29
21/01/2015,39.54
20/01/2015,39.45
19/01/2015,38.95
16/01/2015,39.13
15/01/2015,39.43
14/01/2015,39.61
13/01/2015,40.48
12/01/2015,40.6
09/01/2015,41.06
08/01/2015,41.75
07/01/2015,41.3
06/01/2015,39.65
05/01/2015,39
02/01/2015,39.9
31/12/2014,40.77
30/12/2014,40.69
29/12/2014,40.95
26/12/2014,40.97
24/12/2014,41.07
23/12/2014,40.97
22/12/2014,40.95
19/12/2014,40.63
18/12/2014,41.11
17/12/2014,38.44
16/12/2014,38.26
15/12/2014,38.78
11/12/2014,40.92
10/12/2014,39.94
09/12/2014,40.97
08/12/2014,41.14
05/12/2014,41.79
04/12/2014,40.77
03/12/2014,41.15
02/12/2014,42.01
01/12/2014,42.66
28/11/2014,43
27/11/2014,42.22
26/11/2014,42.56
25/11/2014,42.59
24/11/2014,42.81
21/11/2014,42.45
20/11/2014,41.85
19/11/2014,41.3
18/11/2014,40.67
14/11/2014,41.31
13/11/2014,42.36
12/11/2014,41.54
11/11/2014,42.4
10/11/2014,43.25
07/11/2014,42.9
06/11/2014,43.15
05/11/2014,42.67
04/11/2014,42.3
03/11/2014,42.24
31/10/2014,42.06
30/10/2014,41.55
29/10/2014,41.5
28/10/2014,41.33
27/10/2014,39.96
24/10/2014,40.17
23/10/2014,40.24
22/10/2014,40.4
21/10/2014,40.41
20/10/2014,39.15
17/10/2014,39.09
16/10/2014,38.04
15/10/2014,38.52
14/10/2014,38.96
13/10/2014,38.32
10/10/2014,38.71
09/10/2014,40.23
08/10/2014,40.93
07/10/2014,41.96
06/10/2014,42.12
03/10/2014,42.59
02/10/2014,43.18
01/10/2014,42.55
30/09/2014,42.49
29/09/2014,42.98
26/09/2014,43.26
25/09/2014,43.33
24/09/2014,43.66
23/09/2014,43.77
22/09/2014,43.77
19/09/2014,43.88
18/09/2014,44.05
17/09/2014,44.33
15/09/2014,44.44
12/09/2014,44.12
11/09/2014,44.62
10/09/2014,44.63
09/09/2014,44.33
08/09/2014,45.11
05/09/2014,45.3
04/09/2014,45.61
03/09/2014,46.09
02/09/2014,45.97
01/09/2014,45.27
29/08/2014,45.11
28/08/2014,45.49
27/08/2014,45.04
26/08/2014,45.1
25/08/2014,45.21
22/08/2014,45.36
21/08/2014,45.21
20/08/2014,44.35
19/08/2014,44.05
18/08/2014,44.14
15/08/2014,43.7
14/08/2014,43.37
13/08/2014,43.61
12/08/2014,43.76
11/08/2014,43.89
08/08/2014,44.16
07/08/2014,43.58
06/08/2014,44.08
05/08/2014,43.47
04/08/2014,45.18
01/08/2014,44.82
31/07/2014,44.99
30/07/2014,45.78
29/07/2014,46.19
28/07/2014,45.98
25/07/2014,46.41
24/07/2014,46.1
23/07/2014,46.01
22/07/2014,46.02
21/07/2014,46.67
18/07/2014,46.85
17/07/2014,45.71
16/07/2014,46.5
15/07/2014,46.63
14/07/2014,46.86
11/07/2014,47.27
10/07/2014,47.66
09/07/2014,48
08/07/2014,47.98
07/07/2014,47.53
04/07/2014,47.35
03/07/2014,47.45
02/07/2014,47.53
01/07/2014,47.48
30/06/2014,46.67
27/06/2014,47.21
26/06/2014,46.05
25/06/2014,46.5
24/06/2014,46.12
23/06/2014,46.16
20/06/2014,47.27
19/06/2014,47.93
18/06/2014,47.55
17/06/2014,47.25
16/06/2014,47.11
13/06/2014,47.55
12/06/2014,47.8
11/06/2014,46.69
10/06/2014,44.99
09/06/2014,45.31
06/06/2014,45.45
05/06/2014,44.95
04/06/2014,44.56
03/06/2014,44.57
02/06/2014,44.82
30/05/2014,43.83
29/05/2014,43.99
28/05/2014,44.87
27/05/2014,44.99
26/05/2014,44.86
23/05/2014,44.66
22/05/2014,44.68
21/05/2014,44.19
20/05/2014,44.02
19/05/2014,44.5
16/05/2014,43.93
15/05/2014,44.08
14/05/2014,44.72
13/05/2014,45.04
12/05/2014,43.86
09/05/2014,43.75
08/05/2014,43.15
07/05/2014,43.54
06/05/2014,42.86
05/05/2014,44.01
02/05/2014,44.77
30/04/2014,45.19
29/04/2014,46.57
28/04/2014,46.23
25/04/2014,45.5
24/04/2014,46.09
23/04/2014,46.28
22/04/2014,46.82
21/04/2014,46.61
16/04/2014,46.72
15/04/2014,46.74
14/04/2014,46.61
11/04/2014,46.46
10/04/2014,46.29
09/04/2014,46.63
08/04/2014,46.23
07/04/2014,47
04/04/2014,47.88
03/04/2014,47.3
02/04/2014,47.8
01/04/2014,47.37
31/03/2014,47.5
28/03/2014,47.39
27/03/2014,47.45
26/03/2014,46.38
25/03/2014,46.7
24/03/2014,45.73
21/03/2014,47.29
20/03/2014,45.95
19/03/2014,44.59
18/03/2014,43.02
14/03/2014,41.61
13/03/2014,41
12/03/2014,40.54
11/03/2014,39.57
10/03/2014,39.15
07/03/2014,40.12
06/03/2014,40.45
05/03/2014,40.36
04/03/2014,40.83
03/03/2014,40.15
28/02/2014,41.08
27/02/2014,40.91
26/02/2014,40.54
25/02/2014,41.24
24/02/2014,41.38
21/02/2014,41.2
20/02/2014,41.09
19/02/2014,40.88
18/02/2014,41.02
17/02/2014,41.33
14/02/2014,41.75
13/02/2014,38.75
12/02/2014,39.4
11/02/2014,39.6
10/02/2014,38.28
07/02/2014,37.86
06/02/2014,38.81
05/02/2014,37.89
04/02/2014,39.52
31/01/2014,39.9
30/01/2014,39.49
29/01/2014,39.2
28/01/2014,39.75
27/01/2014,39.87
24/01/2014,40.48
23/01/2014,42.05
22/01/2014,42.33
21/01/2014,42.78
20/01/2014,42.62
17/01/2014,42.56
16/01/2014,42.57
15/01/2014,42.76
14/01/2014,42.56
13/01/2014,42.63
10/01/2014,42.57
09/01/2014,42.15
08/01/2014,42.09
07/01/2014,42.49
06/01/2014,41.7
03/01/2014,40.95
02/01/2014,41.04
31/12/2013,40.79
30/12/2013,40.75
27/12/2013,40.27
26/12/2013,40.31
24/12/2013,40.77
23/12/2013,40.07
20/12/2013,40.47
19/12/2013,40.16
18/12/2013,40.13
17/12/2013,39.09
16/12/2013,38.88
13/12/2013,39.88
11/12/2013,40
10/12/2013,40.07
09/12/2013,39.29
06/12/2013,39.86
05/12/2013,38.69
04/12/2013,39.21
03/12/2013,39.1
02/12/2013,39.24
29/11/2013,39.49
28/11/2013,39.06
27/11/2013,38.55
26/11/2013,37.84
25/11/2013,38.53
22/11/2013,38.7
21/11/2013,39.57
20/11/2013,40.01
19/11/2013,40.22
15/11/2013,40.34
14/11/2013,40.32
13/11/2013,38.35
12/11/2013,38.53
11/11/2013,38.76
08/11/2013,39.64
07/11/2013,39.83
06/11/2013,39.23
05/11/2013,39.98
04/11/2013,40.58
01/11/2013,41.33
31/10/2013,40.58
30/10/2013,40.47
29/10/2013,40.58
28/10/2013,40.14
25/10/2013,40
24/10/2013,40.1
23/10/2013,41.39
22/10/2013,41.38
21/10/2013,40.14
18/10/2013,39.62
17/10/2013,38.59
16/10/2013,38.51
15/10/2013,39.48
14/10/2013,40.58
11/10/2013,40.96
10/10/2013,39.92
09/10/2013,37.11
08/10/2013,37.01
07/10/2013,37.2
04/10/2013,37.33
03/10/2013,36.58
02/10/2013,37.26
01/10/2013,36.71
30/09/2013,36.66
27/09/2013,36.91
26/09/2013,37.25
25/09/2013,37.43
24/09/2013,37.12
23/09/2013,36.43
20/09/2013,35.39
19/09/2013,35.55
18/09/2013,35.64
17/09/2013,35.15
13/09/2013,35.26
12/09/2013,34.42
11/09/2013,34.36
10/09/2013,34.84
09/09/2013,35.45
06/09/2013,34.07
05/09/2013,33.22
04/09/2013,33.32
03/09/2013,33.33
02/09/2013,33.49
30/08/2013,33.79
29/08/2013,34.29
28/08/2013,32.88
27/08/2013,33.36
26/08/2013,32.22
23/08/2013,34.03
22/08/2013,32.66
21/08/2013,32.8
20/08/2013,33.37
19/08/2013,34.04
16/08/2013,35.02
15/08/2013,35.18
14/08/2013,35.42
13/08/2013,35.8
12/08/2013,36.33
09/08/2013,37.09
08/08/2013,37.34
07/08/2013,36.85
06/08/2013,36.17
05/08/2013,35.98
02/08/2013,35.96
01/08/2013,35.58
31/07/2013,34.9
30/07/2013,35.46
29/07/2013,35.4
26/07/2013,35.99
25/07/2013,35.9
24/07/2013,36.25
23/07/2013,36.23
22/07/2013,35.56
19/07/2013,34.35
18/07/2013,35.24
17/07/2013,34.29
16/07/2013,32.34
15/07/2013,32.15
12/07/2013,32.11
11/07/2013,32.63
10/07/2013,32.81
09/07/2013,33.07
08/07/2013,33.26
05/07/2013,32.85
04/07/2013,32.9
03/07/2013,32.27
02/07/2013,32.33
01/07/2013,32.18
28/06/2013,30.84
27/06/2013,30.16
26/06/2013,28.16
25/06/2013,27.65
24/06/2013,28.75
21/06/2013,29.5
20/06/2013,30.11
19/06/2013,31.83
18/06/2013,32.01
17/06/2013,31.89
14/06/2013,33.6
13/06/2013,34.04
12/06/2013,33.78
11/06/2013,33.91
10/06/2013,34.5
07/06/2013,33.71
06/06/2013,34.7
05/06/2013,33.56
04/06/2013,34.67
03/06/2013,35.59
31/05/2013,35.53
30/05/2013,34.73
29/05/2013,34.79
28/05/2013,35.23
27/05/2013,34.23
24/05/2013,33.71
23/05/2013,33.01
22/05/2013,33.02
21/05/2013,33.83
20/05/2013,34.93
17/05/2013,35.93
16/05/2013,36.29
15/05/2013,35.92
14/05/2013,36.37
13/05/2013,35.98
10/05/2013,35.56
09/05/2013,36.2
08/05/2013,35.95
07/05/2013,36.15
06/05/2013,35.73
03/05/2013,35.93
02/05/2013,37.31
30/04/2013,37.12
29/04/2013,37.6
26/04/2013,37.44
25/04/2013,38
24/04/2013,37.5
23/04/2013,37.35
22/04/2013,36.95
19/04/2013,36.88
18/04/2013,35.55
17/04/2013,36.52
16/04/2013,36.99
15/04/2013,36.94
12/04/2013,36.94
11/04/2013,37.04
10/04/2013,37.18
09/04/2013,37.07
08/04/2013,36.93
05/04/2013,37.25
04/04/2013,36.96
03/04/2013,37.1
02/04/2013,36.61
01/04/2013,35.42
27/03/2013,35.48
26/03/2013,34.01
25/03/2013,32.56
22/03/2013,32.35
21/03/2013,32.04
20/03/2013,32.79
19/03/2013,31.1
15/03/2013,32.3
14/03/2013,32.81
13/03/2013,32.7
12/03/2013,32.19
11/03/2013,32.36
08/03/2013,32.53
07/03/2013,31.98
06/03/2013,32.07
05/03/2013,32.47
04/03/2013,32.29
01/03/2013,32.24
28/02/2013,31.97
27/02/2013,31.92
26/02/2013,30.86
25/02/2013,30.8
22/02/2013,30.8
21/02/2013,29.59
20/02/2013,29.13
19/02/2013,29.53
18/02/2013,29.75
15/02/2013,29.98
14/02/2013,29.68
13/02/2013,29
12/02/2013,29.17
11/02/2013,28.76
08/02/2013,28.29
07/02/2013,28.29
06/02/2013,28.66
05/02/2013,29.23
01/02/2013,29.43
31/01/2013,29.48
30/01/2013,29.01
29/01/2013,28.73
28/01/2013,28.91
25/01/2013,28.56
24/01/2013,28.41
23/01/2013,28.88
22/01/2013,28.62
21/01/2013,28.82
18/01/2013,28.85
17/01/2013,28.78
16/01/2013,29.21
15/01/2013,29.14
14/01/2013,29.51
11/01/2013,28.42
10/01/2013,28.98
09/01/2013,28.65
08/01/2013,27.05
07/01/2013,26.85
04/01/2013,27.13
03/01/2013,27.03
02/01/2013,27.23
31/12/2012,25.78
28/12/2012,25.59
27/12/2012,25.35
26/12/2012,25.52
24/12/2012,25.22
21/12/2012,25.02
20/12/2012,25.61
19/12/2012,26.02
18/12/2012,26.04
17/12/2012,25.08
14/12/2012,24.79
13/12/2012,23.84
11/12/2012,24.24
10/12/2012,24
07/12/2012,23.64
06/12/2012,23.01
05/12/2012,23
04/12/2012,22.88
03/12/2012,22.69
30/11/2012,22.6
29/11/2012,21.88
28/11/2012,20.91
27/11/2012,21.53
26/11/2012,21.19
23/11/2012,21.23
22/11/2012,20.41
21/11/2012,20.04
20/11/2012,20.43
16/11/2012,20.14
15/11/2012,20.27
14/11/2012,20.78
13/11/2012,21.5
12/11/2012,21.17
09/11/2012,20.69
08/11/2012,21.25
07/11/2012,21.6
06/11/2012,21.78
05/11/2012,21.57
01/11/2012,21.48
31/10/2012,21
30/10/2012,20.7
29/10/2012,20.23
26/10/2012,20.74
25/10/2012,21.23
24/10/2012,22.08
23/10/2012,21.54
22/10/2012,21.42
19/10/2012,21.92
18/10/2012,22.4
17/10/2012,22.27
16/10/2012,22.54
15/10/2012,22.74
12/10/2012,21.37
11/10/2012,20.4
10/10/2012,20.27
09/10/2012,20.76
08/10/2012,20.41
05/10/2012,20.47
04/10/2012,20.43
03/10/2012,20.68
02/10/2012,20.75
01/10/2012,20.61
28/09/2012,20.04
27/09/2012,19.89
26/09/2012,18.98
25/09/2012,18.77
24/09/2012,18.75
21/09/2012,18.7
20/09/2012,18.6
19/09/2012,18.71
18/09/2012,18.64
17/09/2012,18.7
14/09/2012,18.75
13/09/2012,18.9
12/09/2012,18.46
11/09/2012,18.46
10/09/2012,18.49
07/09/2012,18.37
06/09/2012,18.49
05/09/2012,18.49
04/09/2012,18.59
03/09/2012,18.43
31/08/2012,18.89
30/08/2012,18.77
29/08/2012,18.84
28/08/2012,18.66
27/08/2012,18.4
24/08/2012,18.51
23/08/2012,18.5
22/08/2012,18.61
21/08/2012,18.78
20/08/2012,18.98
17/08/2012,19.01
16/08/2012,18.87
15/08/2012,19
14/08/2012,18.93
13/08/2012,18.67
10/08/2012,18.96
09/08/2012,18.97
08/08/2012,18.99
07/08/2012,19.03
06/08/2012,19.18
03/08/2012,19.08
02/08/2012,18.44
01/08/2012,18.51
31/07/2012,18.36
30/07/2012,18.39
27/07/2012,18.48
26/07/2012,18.49
25/07/2012,18.23
24/07/2012,18.12
23/07/2012,18.34
20/07/2012,18.67
19/07/2012,19.09
18/07/2012,18.39
17/07/2012,18.33
16/07/2012,18.38
13/07/2012,18.28
12/07/2012,17.95
11/07/2012,18.04
10/07/2012,18.61
09/07/2012,18.69
06/07/2012,18.24
05/07/2012,18.21
04/07/2012,18.19
03/07/2012,18.25
02/07/2012,17.8
29/06/2012,17.82
28/06/2012,18
27/06/2012,17.88
26/06/2012,17.4
25/06/2012,17.34
22/06/2012,17.52
21/06/2012,17.05
20/06/2012,16.98
19/06/2012,16.88
18/06/2012,16.87
15/06/2012,16.48
14/06/2012,16.4
13/06/2012,15.31
12/06/2012,15.13
11/06/2012,15.44
08/06/2012,15.53
07/06/2012,15.9
06/06/2012,15.86
05/06/2012,16.07
04/06/2012,16.19
01/06/2012,16.51
31/05/2012,16.77
30/05/2012,16.59
29/05/2012,16.32
28/05/2012,16.15
25/05/2012,16.24
24/05/2012,16.11
23/05/2012,16.11
22/05/2012,16.59
21/05/2012,16.93
18/05/2012,16.69
17/05/2012,16.55
16/05/2012,16.96
15/05/2012,17.12
14/05/2012,17.46
11/05/2012,17.61
10/05/2012,17.6
09/05/2012,17.68
08/05/2012,17.74
07/05/2012,17.75
04/05/2012,17.85
03/05/2012,17.74
02/05/2012,17.86
30/04/2012,17.84
27/04/2012,17.98
26/04/2012,18.03
25/04/2012,17.89
24/04/2012,17.67
23/04/2012,17.44
20/04/2012,17.67
19/04/2012,17.97
18/04/2012,18.56
17/04/2012,18.87
16/04/2012,19.19
13/04/2012,18.85
12/04/2012,18.64
11/04/2012,18.27
10/04/2012,18
09/04/2012,18.14
04/04/2012,18.2
03/04/2012,18.18
02/04/2012,17.82
30/03/2012,17.73
29/03/2012,17.27
28/03/2012,17.21
27/03/2012,17.15
26/03/2012,17.21
23/03/2012,17.17
22/03/2012,17.14
21/03/2012,17.17
20/03/2012,17.05
16/03/2012,17.1
15/03/2012,17.03
14/03/2012,16.85
13/03/2012,16.85
12/03/2012,16.74
09/03/2012,16.66
08/03/2012,16.65
07/03/2012,16.7
06/03/2012,16.47
05/03/2012,16.73
02/03/2012,16.74
01/03/2012,16.32
29/02/2012,16.31
28/02/2012,16.32
27/02/2012,16.35
24/02/2012,16.36
23/02/2012,16.46
22/02/2012,16.21
21/02/2012,16.16
20/02/2012,15.9
17/02/2012,15.08
16/02/2012,15.23
15/02/2012,14.9
14/02/2012,14.62
13/02/2012,14.77
10/02/2012,14.56
09/02/2012,14.54
08/02/2012,14.52
07/02/2012,14.78
03/02/2012,14.56
02/02/2012,14.48
01/02/2012,14.42
31/01/2012,14.32
30/01/2012,14.36
27/01/2012,14.44
26/01/2012,14.48
25/01/2012,14
24/01/2012,14.03
23/01/2012,14.03
20/01/2012,13.78
19/01/2012,13.82
18/01/2012,13.7
17/01/2012,13.25
16/01/2012,13.3
13/01/2012,13.23
12/01/2012,13.45
11/01/2012,13.61
10/01/2012,13.57
09/01/2012,13.34
06/01/2012,13.55
05/01/2012,13.48
04/01/2012,13.69
03/01/2012,13.61
02/01/2012,13.7
30/12/2011,13.71
29/12/2011,13.04
28/12/2011,12.88
27/12/2011,13.21
26/12/2011,13.36
23/12/2011,13.16
22/12/2011,13.16
21/12/2011,13.23
20/12/2011,12.97
19/12/2011,12.8
16/12/2011,12.9
15/12/2011,12.94
14/12/2011,12.91
13/12/2011,13.43
09/12/2011,13.89
08/12/2011,13.52
07/12/2011,13.55
06/12/2011,13.44
05/12/2011,13.51
02/12/2011,13.39
01/12/2011,13.2
30/11/2011,13.4
29/11/2011,13.07
28/11/2011,13.14
25/11/2011,12.89
24/11/2011,12.88
23/11/2011,13.08
22/11/2011,13.04
18/11/2011,13.39
17/11/2011,13.37
16/11/2011,13.38
15/11/2011,13.64
14/11/2011,13.26
11/11/2011,13.86
10/11/2011,13.74
09/11/2011,13.81
08/11/2011,13.86
07/11/2011,13.86
04/11/2011,13.73
03/11/2011,13.77
01/11/2011,13.58
31/10/2011,13.47
28/10/2011,13.6
27/10/2011,13.65
26/10/2011,13.36
25/10/2011,13.41
24/10/2011,12.87
21/10/2011,12.48
20/10/2011,11.96
19/10/2011,12.26
18/10/2011,11.94
17/10/2011,11.2
14/10/2011,11.43
13/10/2011,11.54
12/10/2011,11.3
11/10/2011,10.72
10/10/2011,10.69
07/10/2011,10.6
06/10/2011,10.5
05/10/2011,9.88
04/10/2011,9.57
03/10/2011,9.55
30/09/2011,9.86
29/09/2011,10.28
28/09/2011,10.54
27/09/2011,10.84
26/09/2011,10.95
23/09/2011,10.62
22/09/2011,10.39
21/09/2011,11.01
20/09/2011,11.31
19/09/2011,11.38
15/09/2011,11.69
14/09/2011,11.67
13/09/2011,11.14
12/09/2011,10.89
09/09/2011,10.87
08/09/2011,11.24
07/09/2011,11.54
06/09/2011,11.48
05/09/2011,11.28
02/09/2011,11.68
01/09/2011,11.57
31/08/2011,11.4
30/08/2011,11.38
29/08/2011,11.02
26/08/2011,10.78
25/08/2011,10.79
24/08/2011,11.02
23/08/2011,10.97
22/08/2011,10.91
19/08/2011,10.84
18/08/2011,11.04
17/08/2011,11.46
16/08/2011,11.49
15/08/2011,11.69
12/08/2011,11.78
11/08/2011,11.75
10/08/2011,11.69
09/08/2011,11.61
08/08/2011,11.41
05/08/2011,12.08
04/08/2011,11.82
03/08/2011,11.92
02/08/2011,12.53
01/08/2011,12.89
29/07/2011,12.94
28/07/2011,12.47
27/07/2011,12.42
26/07/2011,12.69
25/07/2011,12.82
22/07/2011,12.91
21/07/2011,13.09
20/07/2011,12.72
19/07/2011,12.6
18/07/2011,12.58
15/07/2011,12.46
14/07/2011,12.12
13/07/2011,11.89
12/07/2011,11.79
11/07/2011,11.84
08/07/2011,11.74
07/07/2011,11.82
06/07/2011,11.82
05/07/2011,11.48
04/07/2011,11.66
01/07/2011,11.7
30/06/2011,11.61
29/06/2011,11.79
28/06/2011,11.87
27/06/2011,11.82
24/06/2011,11.69
23/06/2011,11.88
22/06/2011,11.92
21/06/2011,11.92
20/06/2011,11.92
17/06/2011,11.55
16/06/2011,11.56
15/06/2011,11.71
14/06/2011,11.79
13/06/2011,11.82
10/06/2011,11.89
09/06/2011,12.2
08/06/2011,12.16
07/06/2011,12.17
06/06/2011,11.74
03/06/2011,12.15
02/06/2011,12.2
01/06/2011,12.05
31/05/2011,12.1
30/05/2011,11.83
27/05/2011,11.8
26/05/2011,11.66
25/05/2011,11.68
