Security,LALAB MM Equity                                                 
Start Date,15/10/2013 00:00
End Date,04/12/2018 00:00
Period,D
Currency,MXN
,
Date,PRECIO
10/07/2018,21.87
09/07/2018,22.04
06/07/2018,21.85
05/07/2018,21.77
04/07/2018,21.31
03/07/2018,20.94
02/07/2018,20.44
29/06/2018,20.48
28/06/2018,20.04
27/06/2018,20.3
26/06/2018,19.9
25/06/2018,19.75
22/06/2018,20.17
21/06/2018,20.11
20/06/2018,19.69
19/06/2018,19.71
18/06/2018,20.3
15/06/2018,20.58
14/06/2018,20.79
13/06/2018,21.01
12/06/2018,21.52
11/06/2018,20.9
08/06/2018,20.65
07/06/2018,20.63
06/06/2018,20.46
05/06/2018,20.47
04/06/2018,21.11
01/06/2018,21.4
31/05/2018,21.73
30/05/2018,23.66
29/05/2018,22.98
28/05/2018,22.67
25/05/2018,22.65
24/05/2018,21.21
23/05/2018,21.88
22/05/2018,21.43
21/05/2018,20.69
18/05/2018,21.35
17/05/2018,22.11
16/05/2018,23
15/05/2018,21.23
14/05/2018,20.27
11/05/2018,21.29
10/05/2018,21.74
09/05/2018,21.53
08/05/2018,22.1
07/05/2018,22.78
04/05/2018,22.92
03/05/2018,23.56
02/05/2018,24.09
30/04/2018,23.92
27/04/2018,24.02
26/04/2018,24.25
25/04/2018,24.02
24/04/2018,24.19
23/04/2018,23.76
20/04/2018,24.85
19/04/2018,24.46
18/04/2018,24.84
17/04/2018,24.38
16/04/2018,23.77
13/04/2018,23.92
12/04/2018,24.02
11/04/2018,23.97
10/04/2018,23.89
09/04/2018,24.03
06/04/2018,24.21
05/04/2018,24.77
04/04/2018,24.36
03/04/2018,24.3
02/04/2018,23.78
28/03/2018,24.73
27/03/2018,25.06
26/03/2018,25.32
23/03/2018,25.33
22/03/2018,25.31
21/03/2018,25.24
20/03/2018,25.62
16/03/2018,26.34
15/03/2018,26.34
14/03/2018,26.15
13/03/2018,26.64
12/03/2018,26.99
09/03/2018,26.5
08/03/2018,26.46
07/03/2018,26.34
06/03/2018,27.14
05/03/2018,26.69
02/03/2018,27.25
01/03/2018,27.48
28/02/2018,27.61
27/02/2018,28.26
26/02/2018,28.4
23/02/2018,28.22
22/02/2018,28.52
21/02/2018,28.95
20/02/2018,29.12
19/02/2018,29.63
16/02/2018,28.75
15/02/2018,29.02
14/02/2018,29.02
13/02/2018,28.79
12/02/2018,28.14
09/02/2018,28.32
08/02/2018,28.24
07/02/2018,29.22
06/02/2018,28.99
02/02/2018,29.23
01/02/2018,29.75
31/01/2018,29.77
30/01/2018,30.09
29/01/2018,30.24
26/01/2018,29.98
25/01/2018,30.49
24/01/2018,29.48
23/01/2018,29.6
22/01/2018,29.28
19/01/2018,28.9
18/01/2018,29.54
17/01/2018,29.8
16/01/2018,28.58
15/01/2018,27.86
12/01/2018,27.78
11/01/2018,27.61
10/01/2018,27.68
09/01/2018,27.84
08/01/2018,28.06
05/01/2018,27.98
04/01/2018,27.98
03/01/2018,27.78
02/01/2018,28
29/12/2017,27.61
28/12/2017,27.58
27/12/2017,27.58
26/12/2017,27.24
22/12/2017,27.62
21/12/2017,27.5
20/12/2017,27.43
19/12/2017,27.54
18/12/2017,27.99
15/12/2017,27.53
14/12/2017,27.55
13/12/2017,27.82
11/12/2017,27.88
08/12/2017,28.38
07/12/2017,28.37
06/12/2017,27.96
05/12/2017,28.37
04/12/2017,28.29
01/12/2017,28.02
30/11/2017,28.27
29/11/2017,28.49
28/11/2017,28.98
27/11/2017,29.17
24/11/2017,30.24
23/11/2017,30.11
22/11/2017,30.17
21/11/2017,29.82
17/11/2017,29.19
16/11/2017,29.47
15/11/2017,29.33
14/11/2017,29.45
13/11/2017,29.92
10/11/2017,30
09/11/2017,29.99
08/11/2017,30.14
07/11/2017,29.91
06/11/2017,30.46
03/11/2017,30.45
01/11/2017,29.71
31/10/2017,29.61
30/10/2017,29.65
27/10/2017,29.58
26/10/2017,29.23
25/10/2017,29.59
24/10/2017,30.01
23/10/2017,30.58
20/10/2017,30.77
19/10/2017,31.33
18/10/2017,31.04
17/10/2017,30.85
16/10/2017,29.42
13/10/2017,29.57
12/10/2017,30.3
11/10/2017,30.58
10/10/2017,30.78
09/10/2017,30.49
06/10/2017,30.53
05/10/2017,31.24
04/10/2017,31.2
03/10/2017,30.92
02/10/2017,30.87
29/09/2017,30.8
28/09/2017,30.77
27/09/2017,31.7
26/09/2017,31.94
25/09/2017,31.91
22/09/2017,31.44
21/09/2017,32.34
20/09/2017,32.02
19/09/2017,31.68
18/09/2017,31.97
15/09/2017,32.06
14/09/2017,31.2
13/09/2017,31.02
12/09/2017,31.36
11/09/2017,31.15
08/09/2017,31.23
07/09/2017,31.56
06/09/2017,30.9
05/09/2017,30.88
04/09/2017,31.07
01/09/2017,31.19
31/08/2017,31.74
30/08/2017,31.81
29/08/2017,31.71
28/08/2017,31.67
25/08/2017,32
24/08/2017,32.24
23/08/2017,32.03
22/08/2017,32.01
21/08/2017,31.77
18/08/2017,31.19
17/08/2017,31
16/08/2017,31.46
15/08/2017,31.15
14/08/2017,30.77
11/08/2017,30.71
10/08/2017,30.24
09/08/2017,30.06
08/08/2017,30.94
07/08/2017,31.01
04/08/2017,30.81
03/08/2017,33.2
02/08/2017,33.17
01/08/2017,34.69
31/07/2017,35.1
28/07/2017,35.28
27/07/2017,35.61
26/07/2017,35
25/07/2017,35.11
24/07/2017,35.21
21/07/2017,35.52
20/07/2017,34.85
19/07/2017,36.08
18/07/2017,36.29
17/07/2017,36.76
14/07/2017,36.44
13/07/2017,35.87
12/07/2017,34.82
11/07/2017,33.93
10/07/2017,34.77
07/07/2017,34.82
06/07/2017,34.49
05/07/2017,34.38
04/07/2017,34.41
03/07/2017,34.14
30/06/2017,33.24
29/06/2017,32.9
28/06/2017,33.15
27/06/2017,32.18
26/06/2017,32.33
23/06/2017,32.25
22/06/2017,31.79
21/06/2017,31.9
20/06/2017,32.49
19/06/2017,33.02
16/06/2017,32.07
15/06/2017,33.22
14/06/2017,33.48
13/06/2017,33.26
12/06/2017,33.56
09/06/2017,32.95
08/06/2017,31.89
07/06/2017,32.43
06/06/2017,32.91
05/06/2017,33.25
02/06/2017,32.68
01/06/2017,32.51
31/05/2017,31.6
30/05/2017,32.38
29/05/2017,33.02
26/05/2017,32.69
25/05/2017,32.72
24/05/2017,33.49
23/05/2017,32.34
22/05/2017,32.75
19/05/2017,33.54
18/05/2017,34.17
17/05/2017,34.95
16/05/2017,36.37
15/05/2017,35.6
12/05/2017,35.22
11/05/2017,36.03
10/05/2017,34.93
09/05/2017,35.05
08/05/2017,34.3
05/05/2017,34.36
04/05/2017,33.95
03/05/2017,34.27
02/05/2017,34.68
28/04/2017,34.12
27/04/2017,34.59
26/04/2017,34.51
25/04/2017,35.13
24/04/2017,36.19
21/04/2017,35.61
20/04/2017,34.56
19/04/2017,34.36
18/04/2017,34.3
17/04/2017,33.65
12/04/2017,33.75
11/04/2017,33.83
10/04/2017,33.95
07/04/2017,33.98
06/04/2017,33.88
05/04/2017,33.99
04/04/2017,33.86
03/04/2017,33.8
31/03/2017,33.97
30/03/2017,33.8
29/03/2017,34.23
28/03/2017,34.51
27/03/2017,34.82
24/03/2017,35.09
23/03/2017,35
22/03/2017,34.94
21/03/2017,34.98
17/03/2017,35.02
16/03/2017,35.07
15/03/2017,35.01
14/03/2017,34.77
13/03/2017,34.96
10/03/2017,34.63
09/03/2017,34.41
08/03/2017,34.89
07/03/2017,34.29
06/03/2017,34.39
03/03/2017,33.36
02/03/2017,33.33
01/03/2017,33.15
28/02/2017,33.03
27/02/2017,33.07
24/02/2017,33.84
23/02/2017,32.45
22/02/2017,31.41
21/02/2017,31.21
20/02/2017,30.01
17/02/2017,29.89
16/02/2017,30.36
15/02/2017,29.56
14/02/2017,30.06
13/02/2017,30.16
10/02/2017,30.57
09/02/2017,30.55
08/02/2017,30.89
07/02/2017,30.51
03/02/2017,31.33
02/02/2017,30.96
01/02/2017,30.65
31/01/2017,31.2
30/01/2017,30.45
27/01/2017,31.23
26/01/2017,31.1
25/01/2017,31.02
24/01/2017,30.44
23/01/2017,28.78
20/01/2017,28.94
19/01/2017,28.78
18/01/2017,28.83
17/01/2017,28.98
16/01/2017,28.58
13/01/2017,28.65
12/01/2017,27.92
11/01/2017,27.99
10/01/2017,27.42
09/01/2017,28.15
06/01/2017,28.96
05/01/2017,30.19
04/01/2017,29.86
03/01/2017,30.03
02/01/2017,30.39
30/12/2016,30.21
29/12/2016,30
28/12/2016,30.06
27/12/2016,30.28
26/12/2016,30.01
23/12/2016,30.18
22/12/2016,30.18
21/12/2016,29.86
20/12/2016,30.5
19/12/2016,30.56
16/12/2016,30.44
15/12/2016,30.66
14/12/2016,30.98
13/12/2016,31.51
09/12/2016,31.13
08/12/2016,31.17
07/12/2016,30.97
06/12/2016,30.48
05/12/2016,29.92
02/12/2016,30.15
01/12/2016,30.9
30/11/2016,30.96
29/11/2016,31.06
28/11/2016,32.03
25/11/2016,32.46
24/11/2016,31.92
23/11/2016,31.56
22/11/2016,31.38
18/11/2016,31.97
17/11/2016,32.12
16/11/2016,32.59
15/11/2016,31.7
14/11/2016,30.84
11/11/2016,31.49
10/11/2016,32.71
09/11/2016,34.39
08/11/2016,36.04
07/11/2016,35.74
04/11/2016,34.52
03/11/2016,34.56
01/11/2016,35.02
31/10/2016,35.19
28/10/2016,35.3
27/10/2016,35.41
26/10/2016,35.63
25/10/2016,35.52
24/10/2016,35.2
21/10/2016,35.5
20/10/2016,36.54
19/10/2016,36.81
18/10/2016,36.64
17/10/2016,36.48
14/10/2016,36.79
13/10/2016,37.07
12/10/2016,36.97
11/10/2016,37
10/10/2016,36.89
07/10/2016,36.77
06/10/2016,37.51
05/10/2016,37.24
04/10/2016,37.31
03/10/2016,37.02
30/09/2016,36.93
29/09/2016,37.95
28/09/2016,38.77
27/09/2016,38.51
26/09/2016,38.02
23/09/2016,39.1
22/09/2016,38.86
21/09/2016,39.5
20/09/2016,38.45
19/09/2016,37.69
15/09/2016,38.05
14/09/2016,37.71
13/09/2016,37.49
12/09/2016,38.07
09/09/2016,38.66
08/09/2016,38.84
07/09/2016,38.23
06/09/2016,39.08
05/09/2016,39.14
02/09/2016,38.8
01/09/2016,38.94
31/08/2016,39.39
30/08/2016,39.68
29/08/2016,39.82
26/08/2016,39.96
25/08/2016,40.46
24/08/2016,40.19
23/08/2016,40.48
22/08/2016,41.42
19/08/2016,41.12
18/08/2016,41.06
17/08/2016,41.04
16/08/2016,41.51
15/08/2016,41.33
12/08/2016,41.13
11/08/2016,40.82
10/08/2016,40.47
09/08/2016,40.36
08/08/2016,40.35
05/08/2016,40.82
04/08/2016,40.41
03/08/2016,40.64
02/08/2016,40.05
01/08/2016,40.5
29/07/2016,40.73
28/07/2016,40.92
27/07/2016,41.47
26/07/2016,42.05
25/07/2016,42.43
22/07/2016,42.19
21/07/2016,41.68
20/07/2016,41.99
19/07/2016,42
18/07/2016,41.81
15/07/2016,42.13
14/07/2016,40.94
13/07/2016,41.78
12/07/2016,41.81
11/07/2016,40.69
08/07/2016,40.78
07/07/2016,40.77
06/07/2016,40.1
05/07/2016,39.99
04/07/2016,40.75
01/07/2016,40.63
30/06/2016,40.12
29/06/2016,40.81
28/06/2016,41.15
27/06/2016,41.12
24/06/2016,41.19
23/06/2016,42.27
22/06/2016,42.02
21/06/2016,42.23
20/06/2016,42.57
17/06/2016,42.08
16/06/2016,42.34
15/06/2016,42.05
14/06/2016,41.95
13/06/2016,42.72
10/06/2016,43.29
09/06/2016,43.4
08/06/2016,44.5
07/06/2016,44.04
06/06/2016,44.15
03/06/2016,43.77
02/06/2016,44.62
01/06/2016,44.36
31/05/2016,44.37
30/05/2016,45.27
27/05/2016,45.19
26/05/2016,44.94
25/05/2016,45.27
24/05/2016,43.79
23/05/2016,44.36
20/05/2016,44.5
19/05/2016,45.15
18/05/2016,45.41
17/05/2016,45.87
16/05/2016,45.59
13/05/2016,45.08
12/05/2016,45.15
11/05/2016,46.2
10/05/2016,46.62
09/05/2016,46.49
06/05/2016,46
05/05/2016,45.59
04/05/2016,46.51
03/05/2016,46.31
02/05/2016,45.31
29/04/2016,46.01
28/04/2016,46.82
27/04/2016,46.37
26/04/2016,45.32
25/04/2016,45.51
22/04/2016,46.24
21/04/2016,46.23
20/04/2016,45.83
19/04/2016,46.26
18/04/2016,44.31
15/04/2016,46.12
14/04/2016,45.96
13/04/2016,45.93
12/04/2016,45.38
11/04/2016,46.01
08/04/2016,45.92
07/04/2016,46.06
06/04/2016,45.56
05/04/2016,45.8
04/04/2016,45.18
01/04/2016,47.22
31/03/2016,47.08
30/03/2016,46.78
29/03/2016,45.83
28/03/2016,45.94
23/03/2016,45.6
22/03/2016,45.11
18/03/2016,43.76
17/03/2016,43.43
16/03/2016,42.91
15/03/2016,42.83
14/03/2016,42.88
11/03/2016,42.57
10/03/2016,43.09
09/03/2016,42.62
08/03/2016,42.28
07/03/2016,42.03
04/03/2016,43.04
03/03/2016,43.11
02/03/2016,43.08
01/03/2016,42.82
29/02/2016,42.47
26/02/2016,42.83
25/02/2016,41.89
24/02/2016,42.58
23/02/2016,41.99
22/02/2016,41.89
19/02/2016,42.18
18/02/2016,41.78
17/02/2016,41.82
16/02/2016,41.9
15/02/2016,42.58
12/02/2016,42.47
11/02/2016,42.23
10/02/2016,42.32
09/02/2016,42.17
08/02/2016,42.09
05/02/2016,41.81
04/02/2016,43
03/02/2016,43.25
02/02/2016,43.1
29/01/2016,42.96
28/01/2016,41.41
27/01/2016,40.93
26/01/2016,41.7
25/01/2016,40.61
22/01/2016,40.55
21/01/2016,40.21
20/01/2016,40.53
19/01/2016,40.1
18/01/2016,40.08
15/01/2016,40.62
14/01/2016,40.53
13/01/2016,39.84
12/01/2016,39.98
11/01/2016,39.69
08/01/2016,39.7
07/01/2016,39.32
06/01/2016,40.16
05/01/2016,40.15
04/01/2016,39.9
31/12/2015,40.07
30/12/2015,39.76
29/12/2015,40.43
28/12/2015,41.05
24/12/2015,41.27
23/12/2015,40.49
22/12/2015,41.07
21/12/2015,40.2
18/12/2015,41.77
17/12/2015,41.71
16/12/2015,40.45
15/12/2015,39.73
14/12/2015,39.69
11/12/2015,39.52
10/12/2015,39.37
09/12/2015,39.37
08/12/2015,39.44
07/12/2015,40.19
04/12/2015,39.34
03/12/2015,40.19
02/12/2015,40.53
01/12/2015,40.65
30/11/2015,40.24
27/11/2015,41.95
26/11/2015,41.47
25/11/2015,42.04
24/11/2015,42.34
23/11/2015,42.71
20/11/2015,42.36
19/11/2015,42.09
18/11/2015,41.84
17/11/2015,42.05
13/11/2015,41.98
12/11/2015,41.66
11/11/2015,41.79
10/11/2015,41.97
09/11/2015,42.48
06/11/2015,43.45
05/11/2015,43.49
04/11/2015,43.88
03/11/2015,43.37
30/10/2015,42.21
29/10/2015,41.73
28/10/2015,41.28
27/10/2015,42.61
26/10/2015,44.25
23/10/2015,44.44
22/10/2015,44.66
21/10/2015,43.74
20/10/2015,42.49
19/10/2015,42.56
16/10/2015,41.9
15/10/2015,41.53
14/10/2015,41.51
13/10/2015,42.27
12/10/2015,42.66
09/10/2015,42.57
08/10/2015,41.13
07/10/2015,40.42
06/10/2015,42.58
05/10/2015,41.04
02/10/2015,40.4
01/10/2015,40.31
30/09/2015,39.94
29/09/2015,39.77
28/09/2015,38.94
25/09/2015,38.97
24/09/2015,39.05
23/09/2015,39.18
22/09/2015,38.97
21/09/2015,39.65
18/09/2015,39.32
17/09/2015,39.74
15/09/2015,39.51
14/09/2015,38.45
11/09/2015,38.51
10/09/2015,39.31
09/09/2015,38.45
08/09/2015,38.78
07/09/2015,38.99
04/09/2015,38.16
03/09/2015,38.01
02/09/2015,38.04
01/09/2015,36.93
31/08/2015,37.85
28/08/2015,37.27
27/08/2015,37.41
26/08/2015,36.35
25/08/2015,35.84
24/08/2015,34.15
21/08/2015,35.42
20/08/2015,35.77
19/08/2015,36.13
18/08/2015,36.91
17/08/2015,37.17
14/08/2015,36.84
13/08/2015,36.88
12/08/2015,36.93
11/08/2015,38.05
10/08/2015,37.97
07/08/2015,37.93
06/08/2015,37.93
05/08/2015,38.29
04/08/2015,37.96
03/08/2015,36.84
31/07/2015,37.28
30/07/2015,36.97
29/07/2015,37.85
28/07/2015,35.19
27/07/2015,35.27
24/07/2015,35.28
23/07/2015,36.09
22/07/2015,35.17
21/07/2015,35.66
20/07/2015,35.95
17/07/2015,35.86
16/07/2015,35.38
15/07/2015,35
14/07/2015,34.85
13/07/2015,34.44
10/07/2015,34.5
09/07/2015,34.14
08/07/2015,35.05
07/07/2015,35.17
06/07/2015,34.6
03/07/2015,33.57
02/07/2015,34.21
01/07/2015,32.95
30/06/2015,32.79
29/06/2015,33.22
26/06/2015,33.57
25/06/2015,33.77
24/06/2015,34.14
23/06/2015,33.97
22/06/2015,33.31
19/06/2015,33.64
18/06/2015,33.96
17/06/2015,33.46
16/06/2015,33.48
15/06/2015,32.79
12/06/2015,32.6
11/06/2015,32.77
10/06/2015,33.05
09/06/2015,32.7
08/06/2015,32.56
05/06/2015,32.26
04/06/2015,32.44
03/06/2015,32.26
02/06/2015,32.49
01/06/2015,32.35
29/05/2015,32.01
28/05/2015,32
27/05/2015,31.95
26/05/2015,32.05
25/05/2015,32.06
22/05/2015,32.32
21/05/2015,32.67
20/05/2015,32.66
19/05/2015,32.3
18/05/2015,32.98
15/05/2015,33.37
14/05/2015,32.7
13/05/2015,32.55
12/05/2015,32.54
11/05/2015,33.09
08/05/2015,33.31
07/05/2015,33.12
06/05/2015,32.5
05/05/2015,32.52
04/05/2015,32.66
30/04/2015,31.07
29/04/2015,32.02
28/04/2015,31.71
27/04/2015,31.85
24/04/2015,31.76
23/04/2015,30.83
22/04/2015,31.11
21/04/2015,31.22
20/04/2015,31.03
17/04/2015,30.66
16/04/2015,30.32
15/04/2015,30.23
14/04/2015,30.6
13/04/2015,30.36
10/04/2015,30.46
09/04/2015,29.96
08/04/2015,30.18
07/04/2015,30.56
06/04/2015,30.9
01/04/2015,30.56
31/03/2015,30.95
30/03/2015,30.7
27/03/2015,30.55
26/03/2015,30.85
25/03/2015,31.4
24/03/2015,31.17
23/03/2015,31.19
20/03/2015,31.5
19/03/2015,31.28
18/03/2015,31.26
17/03/2015,31.16
13/03/2015,31
12/03/2015,31.08
11/03/2015,30.99
10/03/2015,30.89
09/03/2015,30.92
06/03/2015,29.65
05/03/2015,29.35
04/03/2015,28.8
03/03/2015,29.06
02/03/2015,28.96
27/02/2015,29.82
26/02/2015,29.75
25/02/2015,29.76
24/02/2015,29.98
23/02/2015,30.08
20/02/2015,29.74
19/02/2015,30.02
18/02/2015,30.24
17/02/2015,29.81
16/02/2015,29.38
13/02/2015,29.7
12/02/2015,29.49
11/02/2015,28.82
10/02/2015,29.1
09/02/2015,29.58
06/02/2015,29.35
05/02/2015,29.4
04/02/2015,29.4
03/02/2015,30.04
30/01/2015,29.29
29/01/2015,30.13
28/01/2015,29.92
27/01/2015,29.68
26/01/2015,29.49
23/01/2015,29.72
22/01/2015,29.27
21/01/2015,29.33
20/01/2015,29.01
19/01/2015,28.68
16/01/2015,28.71
15/01/2015,28.35
14/01/2015,28
13/01/2015,28.34
12/01/2015,28.21
09/01/2015,28.54
08/01/2015,28.57
07/01/2015,28.51
06/01/2015,28.24
05/01/2015,27.21
02/01/2015,27.6
31/12/2014,28.43
30/12/2014,28.42
29/12/2014,28.56
26/12/2014,28.81
24/12/2014,28.96
23/12/2014,29.29
22/12/2014,29.47
19/12/2014,28.35
18/12/2014,28.38
17/12/2014,27.52
16/12/2014,27.04
15/12/2014,27.37
11/12/2014,28.02
10/12/2014,27.88
09/12/2014,28.18
08/12/2014,28.54
05/12/2014,28.52
04/12/2014,28.52
03/12/2014,28.5
02/12/2014,28.33
01/12/2014,28.51
28/11/2014,28.55
27/11/2014,28.72
26/11/2014,28.5
25/11/2014,28.64
24/11/2014,29.4
21/11/2014,29.31
20/11/2014,29.65
19/11/2014,29.25
18/11/2014,28.64
14/11/2014,29.24
13/11/2014,28.3
12/11/2014,29.19
11/11/2014,29.93
10/11/2014,29.83
07/11/2014,30.04
06/11/2014,30.03
05/11/2014,30.36
04/11/2014,30.39
03/11/2014,30.72
31/10/2014,30.9
30/10/2014,30.36
29/10/2014,30.96
28/10/2014,30.66
27/10/2014,31.26
24/10/2014,31.18
23/10/2014,30.96
22/10/2014,30.37
21/10/2014,30.3
20/10/2014,30.57
17/10/2014,30.76
16/10/2014,30.65
15/10/2014,30.84
14/10/2014,31.43
13/10/2014,31.53
10/10/2014,31.16
09/10/2014,31.73
08/10/2014,32.39
07/10/2014,32.31
06/10/2014,32.79
03/10/2014,32.72
02/10/2014,32.73
01/10/2014,32.71
30/09/2014,32.75
29/09/2014,33.05
26/09/2014,32.34
25/09/2014,32.02
24/09/2014,32.37
23/09/2014,32.52
22/09/2014,32.22
19/09/2014,33
18/09/2014,32.23
17/09/2014,31.68
15/09/2014,31.9
12/09/2014,31.86
11/09/2014,32.54
10/09/2014,33.01
09/09/2014,32.97
08/09/2014,33.35
05/09/2014,33.07
04/09/2014,33.49
03/09/2014,33.55
02/09/2014,33.66
01/09/2014,33.9
29/08/2014,33.94
28/08/2014,33.68
27/08/2014,33.63
26/08/2014,33.77
25/08/2014,33.16
22/08/2014,33.32
21/08/2014,33.3
20/08/2014,33.66
19/08/2014,33.7
18/08/2014,33.21
15/08/2014,32.85
14/08/2014,32.64
13/08/2014,32.98
12/08/2014,33.23
11/08/2014,33.44
08/08/2014,33.28
07/08/2014,33.34
06/08/2014,33.57
05/08/2014,33.39
04/08/2014,33.9
01/08/2014,33.77
31/07/2014,33.73
30/07/2014,33.82
29/07/2014,34
28/07/2014,33.99
25/07/2014,33.92
24/07/2014,34.02
23/07/2014,33.9
22/07/2014,34.03
21/07/2014,34.07
18/07/2014,34.39
17/07/2014,34.07
16/07/2014,34.15
15/07/2014,34.81
14/07/2014,34.95
11/07/2014,34.13
10/07/2014,33.89
09/07/2014,34.28
08/07/2014,34.24
07/07/2014,34.15
04/07/2014,34.04
03/07/2014,33.98
02/07/2014,34.17
01/07/2014,34.53
30/06/2014,34.15
27/06/2014,33.47
26/06/2014,33.82
25/06/2014,33.77
24/06/2014,34.41
23/06/2014,34.83
20/06/2014,34.78
19/06/2014,34.33
18/06/2014,34.09
17/06/2014,33.93
16/06/2014,34.05
13/06/2014,33.51
12/06/2014,34.39
11/06/2014,34.44
10/06/2014,34.08
09/06/2014,34.14
06/06/2014,33.64
05/06/2014,33.13
04/06/2014,32.73
03/06/2014,32.47
02/06/2014,32.68
30/05/2014,32.37
29/05/2014,31.44
28/05/2014,32.27
27/05/2014,32.73
26/05/2014,32.48
23/05/2014,32.26
22/05/2014,32.2
21/05/2014,31.66
20/05/2014,31.28
19/05/2014,31.35
16/05/2014,31.55
15/05/2014,31.02
14/05/2014,31.14
13/05/2014,30.65
12/05/2014,30.66
09/05/2014,30.69
08/05/2014,30.61
07/05/2014,30.34
06/05/2014,30.03
05/05/2014,29.95
02/05/2014,29.9
30/04/2014,30.3
29/04/2014,29.71
28/04/2014,29
25/04/2014,28.96
24/04/2014,28.96
23/04/2014,29
22/04/2014,29.11
21/04/2014,28.71
16/04/2014,28.27
15/04/2014,27.93
14/04/2014,27.92
11/04/2014,27.6
10/04/2014,27.5
09/04/2014,27.28
08/04/2014,27.5
07/04/2014,27.39
04/04/2014,27.59
03/04/2014,27.2
02/04/2014,27.19
01/04/2014,27.29
31/03/2014,27.17
28/03/2014,27.22
27/03/2014,27.39
26/03/2014,27.59
25/03/2014,27.56
24/03/2014,26.97
21/03/2014,27.08
20/03/2014,27.03
19/03/2014,26.45
18/03/2014,26.65
14/03/2014,26.34
13/03/2014,26.99
12/03/2014,27.56
11/03/2014,27.6
10/03/2014,27.78
07/03/2014,28.14
06/03/2014,28.19
05/03/2014,27.99
04/03/2014,27.77
03/03/2014,27.77
28/02/2014,27.78
27/02/2014,27.99
26/02/2014,27.81
25/02/2014,28.41
24/02/2014,28.51
21/02/2014,28.59
20/02/2014,28.75
19/02/2014,27.99
18/02/2014,28.89
17/02/2014,28.27
14/02/2014,27.96
13/02/2014,27.99
12/02/2014,28.08
11/02/2014,27.74
10/02/2014,27.96
07/02/2014,28.19
06/02/2014,27.77
05/02/2014,27.83
04/02/2014,28.3
31/01/2014,28.5
30/01/2014,28.47
29/01/2014,27.85
28/01/2014,28
27/01/2014,27.78
24/01/2014,28.01
23/01/2014,28.33
22/01/2014,28.4
21/01/2014,28.45
20/01/2014,28.88
17/01/2014,28.74
16/01/2014,28.79
15/01/2014,28.85
14/01/2014,28.8
13/01/2014,28.79
10/01/2014,28.87
09/01/2014,28.51
08/01/2014,28.8
07/01/2014,28.79
06/01/2014,29.19
03/01/2014,29.15
02/01/2014,28.9
31/12/2013,28.91
30/12/2013,28.94
27/12/2013,28.72
26/12/2013,28.68
24/12/2013,28.75
23/12/2013,28.61
20/12/2013,28.65
19/12/2013,28.53
18/12/2013,28.76
17/12/2013,28.65
16/12/2013,28.95
13/12/2013,28.7
11/12/2013,28.9
10/12/2013,28.89
09/12/2013,28.9
06/12/2013,28.81
05/12/2013,28.75
04/12/2013,29.01
03/12/2013,28.82
02/12/2013,28.87
29/11/2013,29.09
28/11/2013,28.95
27/11/2013,28.99
26/11/2013,29
